File Name,Total Annual (GJ),Elec Annual (GJ),Gas Annual (GJ),Elec Jan (GJ),Elec Feb (GJ),Elec Mar (GJ),Elec Apr (GJ),Elec May (GJ),Elec Jun (GJ),Elec Jul (GJ),Elec Aug (GJ),Elec Sep (GJ),Elec Oct (GJ),Elec Nov (GJ),Elec Dec (GJ),Gas Jan (GJ),Gas Feb (GJ),Gas Mar (GJ),Gas Apr (GJ),Gas May (GJ),Gas Jun (GJ),Gas Jul (GJ),Gas Aug (GJ),Gas Sep (GJ),Gas Oct (GJ),Gas Nov (GJ),Gas Dec (GJ)
/Users/matthew-larson/Documents/My Projects/modelkit-flannel-edition/models/pnw/restaurant-full-service/sensitivity/runs/foundation_type=Exterior Horizontal/instance-out.sql,2112.83,966.51,1146.32,80.37,72.39,79.96,77.80,81.15,80.48,85.87,88.03,80.83,80.95,77.97,80.70,114.71,99.65,101.42,91.93,91.29,86.22,87.78,87.75,85.56,91.54,97.82,110.64
/Users/matthew-larson/Documents/My Projects/modelkit-flannel-edition/models/pnw/restaurant-full-service/sensitivity/runs/foundation_type=Full Slab/instance-out.sql,2113.42,967.52,1145.90,80.44,72.44,80.03,77.90,81.25,80.60,85.98,88.14,80.94,81.03,78.04,80.73,114.73,99.59,101.32,91.87,91.28,86.21,87.78,87.76,85.58,91.52,97.77,110.50
/Users/matthew-larson/Documents/My Projects/modelkit-flannel-edition/models/pnw/restaurant-full-service/sensitivity/runs/foundation_type=None/instance-out.sql,2112.83,966.51,1146.32,80.37,72.39,79.96,77.80,81.15,80.48,85.87,88.03,80.83,80.95,77.97,80.70,114.71,99.65,101.42,91.93,91.29,86.22,87.78,87.75,85.56,91.54,97.82,110.64
/Users/matthew-larson/Documents/My Projects/modelkit-flannel-edition/models/pnw/restaurant-full-service/sensitivity/runs/gas_max_kitchen=100000/instance-out.sql,6737.52,1252.77,5484.75,101.66,92.38,103.09,101.08,106.02,105.51,112.80,115.95,106.21,105.23,100.12,102.72,480.53,430.77,468.65,448.65,460.95,444.59,458.29,458.31,443.88,460.54,453.06,476.54
/Users/matthew-larson/Documents/My Projects/modelkit-flannel-edition/models/pnw/restaurant-full-service/sensitivity/runs/gas_max_kitchen=200000/instance-out.sql,12339.82,1715.55,10624.27,137.46,123.76,139.05,138.18,146.61,146.80,156.71,160.33,147.79,145.20,136.28,137.38,913.84,822.99,904.04,871.78,898.95,868.74,896.74,896.75,868.05,898.17,874.22,910.00
/Users/matthew-larson/Documents/My Projects/modelkit-flannel-edition/models/pnw/restaurant-full-service/sensitivity/runs/heat_sizing_factor=1/instance-out.sql,2112.83,966.51,1146.32,80.37,72.39,79.96,77.80,81.15,80.48,85.87,88.03,80.83,80.95,77.97,80.70,114.71,99.65,101.42,91.93,91.29,86.22,87.78,87.75,85.56,91.54,97.82,110.64
/Users/matthew-larson/Documents/My Projects/modelkit-flannel-edition/models/pnw/restaurant-full-service/sensitivity/runs/heat_sizing_factor=2/instance-out.sql,2112.83,966.51,1146.32,80.37,72.39,79.96,77.80,81.15,80.48,85.87,88.03,80.83,80.95,77.97,80.70,114.71,99.65,101.42,91.93,91.29,86.22,87.78,87.75,85.56,91.54,97.82,110.64
/Users/matthew-larson/Documents/My Projects/modelkit-flannel-edition/models/pnw/restaurant-full-service/sensitivity/runs/heating_coil_eff_dining=0.75/instance-out.sql,2116.40,966.51,1149.89,80.37,72.39,79.96,77.80,81.15,80.48,85.87,88.03,80.83,80.95,77.97,80.70,115.64,100.31,101.81,92.09,91.36,86.23,87.78,87.76,85.58,91.64,98.26,111.43
/Users/matthew-larson/Documents/My Projects/modelkit-flannel-edition/models/pnw/restaurant-full-service/sensitivity/runs/heating_coil_eff_dining=0.95/instance-out.sql,2096.85,966.51,1130.34,80.37,72.39,79.96,77.80,81.15,80.48,85.87,88.03,80.83,80.95,77.97,80.70,110.59,96.67,99.69,91.20,91.02,86.14,87.76,87.74,85.48,91.06,95.89,107.11
/Users/matthew-larson/Documents/My Projects/modelkit-flannel-edition/models/pnw/restaurant-full-service/sensitivity/runs/heating_coil_eff_kitchen=0.75/instance-out.sql,2112.97,966.51,1146.46,80.37,72.39,79.96,77.80,81.15,80.48,85.87,88.03,80.83,80.95,77.97,80.70,114.73,99.66,101.44,91.94,91.31,86.22,87.78,87.76,85.57,91.55,97.84,110.66
/Users/matthew-larson/Documents/My Projects/modelkit-flannel-edition/models/pnw/restaurant-full-service/sensitivity/runs/heating_coil_eff_kitchen=0.95/instance-out.sql,2112.49,966.51,1145.98,80.37,72.39,79.96,77.80,81.15,80.48,85.87,88.03,80.83,80.95,77.97,80.70,114.67,99.61,101.38,91.89,91.26,86.21,87.77,87.75,85.55,91.50,97.78,110.60
/Users/matthew-larson/Documents/My Projects/modelkit-flannel-edition/models/pnw/restaurant-full-service/sensitivity/runs/heating_setpoint=65/instance-out.sql,2057.65,963.24,1094.42,80.28,72.28,79.96,77.47,80.70,79.88,85.43,87.66,80.31,80.65,77.92,80.70,102.70,91.15,94.88,89.11,90.22,85.99,87.73,87.75,85.35,89.36,90.67,99.50
/Users/matthew-larson/Documents/My Projects/modelkit-flannel-edition/models/pnw/restaurant-full-service/sensitivity/runs/heating_setpoint=75/instance-out.sql,2209.20,976.15,1233.04,80.64,72.78,80.74,78.76,82.33,81.58,86.65,88.84,82.02,82.06,78.69,81.05,128.03,110.79,113.18,99.89,95.90,88.10,88.64,88.65,88.08,98.99,108.88,123.92
/Users/matthew-larson/Documents/My Projects/modelkit-flannel-edition/models/pnw/restaurant-full-service/sensitivity/runs/heating_setpoint_kitchen=65/instance-out.sql,2112.83,966.51,1146.32,80.37,72.39,79.96,77.80,81.15,80.48,85.87,88.03,80.83,80.95,77.97,80.70,114.71,99.65,101.42,91.93,91.29,86.22,87.78,87.75,85.56,91.54,97.82,110.64
