File Name,Total Annual (GJ),Elec Annual (GJ),Gas Annual (GJ),Elec Jan (GJ),Elec Feb (GJ),Elec Mar (GJ),Elec Apr (GJ),Elec May (GJ),Elec Jun (GJ),Elec Jul (GJ),Elec Aug (GJ),Elec Sep (GJ),Elec Oct (GJ),Elec Nov (GJ),Elec Dec (GJ),Gas Jan (GJ),Gas Feb (GJ),Gas Mar (GJ),Gas Apr (GJ),Gas May (GJ),Gas Jun (GJ),Gas Jul (GJ),Gas Aug (GJ),Gas Sep (GJ),Gas Oct (GJ),Gas Nov (GJ),Gas Dec (GJ)
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-medium/sensitivity/runs/hp_defrost_temp=35/instance-out.sql,6778.41,2598.06,4180.35,214.69,193.66,224.52,205.78,219.97,219.95,222.90,250.70,211.27,213.79,210.47,210.35,696.87,547.48,502.96,328.28,229.25,128.13,59.53,58.42,144.36,320.23,523.08,641.76
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-medium/sensitivity/runs/hp_defrost_temp=45/instance-out.sql,6778.41,2598.06,4180.35,214.69,193.66,224.52,205.78,219.97,219.95,222.90,250.70,211.27,213.79,210.47,210.35,696.87,547.48,502.96,328.28,229.25,128.13,59.53,58.42,144.36,320.23,523.08,641.76
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-medium/sensitivity/runs/hp_min_temp=-20/instance-out.sql,6778.41,2598.06,4180.35,214.69,193.66,224.52,205.78,219.97,219.95,222.90,250.70,211.27,213.79,210.47,210.35,696.87,547.48,502.96,328.28,229.25,128.13,59.53,58.42,144.36,320.23,523.08,641.76
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-medium/sensitivity/runs/hp_min_temp=20/instance-out.sql,6778.41,2598.06,4180.35,214.69,193.66,224.52,205.78,219.97,219.95,222.90,250.70,211.27,213.79,210.47,210.35,696.87,547.48,502.96,328.28,229.25,128.13,59.53,58.42,144.36,320.23,523.08,641.76
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-medium/sensitivity/runs/lighting_density=0.4/instance-out.sql,6778.41,2598.06,4180.35,214.69,193.66,224.52,205.78,219.97,219.95,222.90,250.70,211.27,213.79,210.47,210.35,696.87,547.48,502.96,328.28,229.25,128.13,59.53,58.42,144.36,320.23,523.08,641.76
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-medium/sensitivity/runs/lighting_density=2/instance-out.sql,7698.05,4149.20,3548.85,339.13,307.02,357.23,330.40,354.85,356.08,358.97,396.80,340.37,341.96,333.79,332.58,618.03,479.41,429.48,272.71,181.77,94.39,41.42,41.07,109.32,261.45,452.57,567.24
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-medium/sensitivity/runs/lighting_density_elevator=0.2/instance-out.sql,6778.16,2597.81,4180.35,214.67,193.64,224.49,205.76,219.95,219.93,222.88,250.68,211.25,213.77,210.45,210.33,696.87,547.48,502.96,328.28,229.25,128.13,59.53,58.42,144.36,320.23,523.08,641.76
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-medium/sensitivity/runs/lighting_density_elevator=1/instance-out.sql,6778.69,2598.35,4180.35,214.71,193.68,224.54,205.80,219.99,219.98,222.92,250.73,211.30,213.82,210.50,210.38,696.87,547.48,502.96,328.28,229.25,128.13,59.53,58.42,144.36,320.23,523.08,641.76
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-medium/sensitivity/runs/oa_area_office=0.1/instance-out.sql,2860.86,2583.81,277.05,205.67,186.99,219.69,205.18,224.43,227.79,228.06,249.94,216.63,213.38,203.94,202.08,73.90,46.19,21.44,10.54,6.12,4.71,3.96,4.12,4.57,9.66,32.39,59.46
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-medium/sensitivity/runs/oa_area_office=2/instance-out.sql,11119.38,2958.36,8161.03,244.66,220.84,256.94,234.90,250.61,250.02,251.59,286.83,238.97,243.53,240.12,239.34,1246.50,1002.02,965.13,663.23,505.68,319.84,168.34,164.57,340.65,650.44,975.24,1159.41
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-medium/sensitivity/runs/oa_person_office=1/instance-out.sql,6672.08,2589.34,4082.75,213.95,192.99,223.71,205.06,219.23,219.25,222.24,249.85,210.62,213.07,209.74,209.63,683.09,536.10,491.42,320.04,222.55,123.71,57.20,56.15,139.82,312.09,511.79,628.79
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-medium/sensitivity/runs/oa_person_office=20/instance-out.sql,7122.56,2626.30,4496.26,217.09,195.83,227.10,208.09,222.38,222.25,225.05,253.47,213.39,216.15,212.84,212.67,741.24,584.15,540.18,355.02,251.14,142.54,67.32,65.72,159.27,346.50,559.55,683.63
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-medium/sensitivity/runs/roof_base_cavity_insul=38/instance-out.sql,6686.68,2595.31,4091.38,214.47,193.49,224.35,205.65,219.79,219.61,222.31,250.25,211.22,213.68,210.32,210.18,680.24,534.57,492.51,322.39,226.59,127.20,59.57,57.83,141.60,311.89,510.95,626.04
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-medium/sensitivity/runs/roof_base_cavity_insul=4/instance-out.sql,6751.99,2597.23,4154.76,214.62,193.61,224.47,205.74,219.91,219.85,222.72,250.57,211.25,213.76,210.43,210.30,692.28,543.62,499.87,326.67,228.42,127.84,59.55,58.22,143.63,317.78,519.65,637.23
