File Name,Total Annual (GJ),Elec Annual (GJ),Gas Annual (GJ),Elec Jan (GJ),Elec Feb (GJ),Elec Mar (GJ),Elec Apr (GJ),Elec May (GJ),Elec Jun (GJ),Elec Jul (GJ),Elec Aug (GJ),Elec Sep (GJ),Elec Oct (GJ),Elec Nov (GJ),Elec Dec (GJ),Gas Jan (GJ),Gas Feb (GJ),Gas Mar (GJ),Gas Apr (GJ),Gas May (GJ),Gas Jun (GJ),Gas Jul (GJ),Gas Aug (GJ),Gas Sep (GJ),Gas Oct (GJ),Gas Nov (GJ),Gas Dec (GJ)
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/retail-supermarket/sensitivity/runs/economizer_type_office=NoEconomizer/instance-out.sql,7992.95,6283.03,1709.92,499.62,455.20,508.46,502.80,535.42,534.99,572.54,592.30,546.39,530.19,501.28,503.82,233.63,206.06,186.08,140.55,108.80,75.80,57.25,47.44,76.56,136.71,192.55,248.47
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/retail-supermarket/sensitivity/runs/equipment_density_bakery=0.5/instance-out.sql,7790.94,6062.48,1728.46,481.73,438.86,489.79,484.70,516.41,516.20,553.33,572.57,527.88,511.51,483.58,485.92,237.08,209.07,188.19,141.77,109.48,76.32,57.65,47.80,77.06,137.59,194.56,251.89
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/retail-supermarket/sensitivity/runs/equipment_density_bakery=8/instance-out.sql,8140.73,6436.17,1704.56,512.24,466.69,521.54,515.38,548.58,547.88,585.68,605.80,559.09,543.15,513.70,516.45,232.70,205.28,185.59,140.19,108.51,75.55,57.04,47.26,76.32,136.37,192.05,247.70
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/retail-supermarket/sensitivity/runs/equipment_density_bulkstorage=0.5/instance-out.sql,7973.26,6249.58,1723.68,496.90,452.73,505.68,500.11,532.56,532.13,569.54,589.19,543.58,527.42,498.63,501.10,235.89,208.03,187.75,141.56,109.46,76.06,57.36,47.54,76.84,137.68,194.44,251.06
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/retail-supermarket/sensitivity/runs/equipment_density_bulkstorage=2/instance-out.sql,8127.61,6464.98,1662.63,514.35,468.56,523.53,517.51,551.00,550.73,588.95,609.22,561.76,545.28,515.61,518.49,225.49,198.77,180.62,136.96,106.66,74.92,56.77,47.01,75.68,133.63,186.76,239.37
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/retail-supermarket/sensitivity/runs/equipment_density_deli=0.5/instance-out.sql,7791.02,6053.74,1737.27,481.48,438.70,489.71,484.40,515.78,514.70,551.23,570.35,526.70,511.39,483.56,485.73,238.20,210.18,189.41,142.59,109.89,76.51,57.85,47.99,77.28,138.28,195.74,253.35
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/retail-supermarket/sensitivity/runs/equipment_density_deli=8/instance-out.sql,8138.70,6437.00,1701.70,511.79,466.26,521.00,515.24,548.84,548.60,586.64,606.82,559.73,543.00,513.16,515.92,232.23,204.87,185.35,140.01,108.34,75.42,56.94,47.15,76.21,136.20,191.74,247.22
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/retail-supermarket/sensitivity/runs/equipment_density_deli_exhfan=0.5/instance-out.sql,8007.19,6297.27,1709.92,500.83,456.29,509.67,503.97,536.63,536.16,573.75,593.51,547.56,531.40,502.45,505.03,233.63,206.06,186.08,140.55,108.80,75.80,57.25,47.44,76.56,136.71,192.55,248.47
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/retail-supermarket/sensitivity/runs/equipment_density_deli_exhfan=2/instance-out.sql,8083.47,6373.55,1709.92,507.31,462.14,516.15,510.24,543.11,542.43,580.23,599.99,553.83,537.88,508.72,511.51,233.63,206.06,186.08,140.55,108.80,75.80,57.25,47.44,76.56,136.71,192.55,248.47
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/retail-supermarket/sensitivity/runs/equipment_density_office=0.5/instance-out.sql,7989.77,6278.32,1711.45,499.24,454.86,508.07,502.42,535.01,534.59,572.12,591.86,545.99,529.81,500.91,503.44,233.93,206.31,186.26,140.65,108.86,75.81,57.26,47.45,76.58,136.79,192.76,248.80
