File Name,Total Annual (GJ),Elec Annual (GJ),Gas Annual (GJ),Elec Jan (GJ),Elec Feb (GJ),Elec Mar (GJ),Elec Apr (GJ),Elec May (GJ),Elec Jun (GJ),Elec Jul (GJ),Elec Aug (GJ),Elec Sep (GJ),Elec Oct (GJ),Elec Nov (GJ),Elec Dec (GJ),Gas Jan (GJ),Gas Feb (GJ),Gas Mar (GJ),Gas Apr (GJ),Gas May (GJ),Gas Jun (GJ),Gas Jul (GJ),Gas Aug (GJ),Gas Sep (GJ),Gas Oct (GJ),Gas Nov (GJ),Gas Dec (GJ)
/Users/matthew-larson/Documents/My Projects/modelkit-flannel-edition/models/pnw/retail-strip-mall/sensitivity/runs/foundation_type=Exterior Horizontal/instance-out.sql,1525.05,1067.69,457.36,89.37,80.16,89.03,84.27,88.25,88.14,93.89,100.93,89.28,88.63,86.29,89.45,83.69,68.70,49.07,29.20,17.84,13.02,12.20,12.44,12.79,22.37,52.43,83.61
/Users/matthew-larson/Documents/My Projects/modelkit-flannel-edition/models/pnw/retail-strip-mall/sensitivity/runs/foundation_type=Full Slab/instance-out.sql,1528.86,1068.50,460.36,89.46,80.21,89.10,84.36,88.34,88.25,93.97,100.99,89.30,88.68,86.35,89.50,86.18,68.82,48.91,29.07,17.93,13.01,12.20,12.44,12.88,22.66,52.80,83.48
/Users/matthew-larson/Documents/My Projects/modelkit-flannel-edition/models/pnw/retail-strip-mall/sensitivity/runs/foundation_type=None/instance-out.sql,1525.05,1067.69,457.36,89.37,80.16,89.03,84.27,88.25,88.14,93.89,100.93,89.28,88.63,86.29,89.45,83.69,68.70,49.07,29.20,17.84,13.02,12.20,12.44,12.79,22.37,52.43,83.61
/Users/matthew-larson/Documents/My Projects/modelkit-flannel-edition/models/pnw/retail-strip-mall/sensitivity/runs/heat_sizing_factor=1/instance-out.sql,1525.05,1067.69,457.36,89.37,80.16,89.03,84.27,88.25,88.14,93.89,100.93,89.28,88.63,86.29,89.45,83.69,68.70,49.07,29.20,17.84,13.02,12.20,12.44,12.79,22.37,52.43,83.61
/Users/matthew-larson/Documents/My Projects/modelkit-flannel-edition/models/pnw/retail-strip-mall/sensitivity/runs/heat_sizing_factor=2/instance-out.sql,1525.05,1067.69,457.36,89.37,80.16,89.03,84.27,88.25,88.14,93.89,100.93,89.28,88.63,86.29,89.45,83.69,68.70,49.07,29.20,17.84,13.02,12.20,12.44,12.79,22.37,52.43,83.61
/Users/matthew-larson/Documents/My Projects/modelkit-flannel-edition/models/pnw/retail-strip-mall/sensitivity/runs/heating_coil_eff=0.75/instance-out.sql,1545.21,1067.69,477.52,89.37,80.16,89.03,84.27,88.25,88.14,93.89,100.93,89.28,88.63,86.29,89.45,88.35,72.44,51.39,30.26,18.15,13.06,12.20,12.44,12.85,23.02,55.08,88.28
/Users/matthew-larson/Documents/My Projects/modelkit-flannel-edition/models/pnw/retail-strip-mall/sensitivity/runs/heating_coil_eff=0.95/instance-out.sql,1477.29,1067.69,409.60,89.37,80.16,89.03,84.27,88.25,88.14,93.89,100.93,89.28,88.63,86.29,89.45,72.66,59.85,43.56,26.67,17.11,12.93,12.19,12.44,12.67,20.83,46.13,72.54
/Users/matthew-larson/Documents/My Projects/modelkit-flannel-edition/models/pnw/retail-strip-mall/sensitivity/runs/heating_setpoint=65/instance-out.sql,1372.26,1067.60,304.65,89.52,80.27,89.02,84.10,88.08,88.04,93.84,100.90,89.24,88.57,86.35,89.66,53.32,46.58,26.96,17.04,13.39,12.46,12.18,12.44,12.03,13.41,29.61,55.25
/Users/matthew-larson/Documents/My Projects/modelkit-flannel-edition/models/pnw/retail-strip-mall/sensitivity/runs/heating_setpoint=75/instance-out.sql,1770.08,1071.38,698.69,89.26,80.11,89.19,84.81,89.05,88.85,94.30,101.23,89.85,89.11,86.31,89.32,118.81,97.24,80.26,52.20,33.74,20.07,14.76,14.16,21.99,45.61,83.44,116.43
/Users/matthew-larson/Documents/My Projects/modelkit-flannel-edition/models/pnw/retail-strip-mall/sensitivity/runs/heating_setpoint_setback=50/instance-out.sql,1516.27,1066.89,449.38,89.13,79.92,89.00,84.27,88.25,88.14,93.89,100.93,89.28,88.63,86.24,89.24,80.94,66.04,49.00,29.21,17.87,13.02,12.20,12.44,12.79,22.38,51.88,81.61
