File Name,Elec Jan (GJ),Elec Feb (GJ),Elec Mar (GJ),Elec Apr (GJ),Elec May (GJ),Elec Jun (GJ),Elec Jul (GJ),Elec Aug (GJ),Elec Sep (GJ),Elec Oct (GJ),Elec Nov (GJ),Elec Dec (GJ),Gas Jan (GJ),Gas Feb (GJ),Gas Mar (GJ),Gas Apr (GJ),Gas May (GJ),Gas Jun (GJ),Gas Jul (GJ),Gas Aug (GJ),Gas Sep (GJ),Gas Oct (GJ),Gas Nov (GJ),Gas Dec (GJ)
File Name,Total (GJ),Heating (GJ),Cooling (GJ),Lights (GJ),Equipment (GJ),Fans (GJ),Pumps (GJ),Heat Recovery (GJ),DHW (GJ),CHP (GJ),Generated (GJ)
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-large/calibration/runs/Calib/HZ1_CZ1/instance-out.sql,31475.94,6337.21,673.18,8654.74,8387.02,1439.37,302.47,0.0,2709.53,0.0,0.000
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-large/calibration/runs/Calib/HZ1_CZ2/instance-out.sql,31240.3,5452.39,1172.39,8654.74,8387.02,1548.45,373.15,0.0,2643.39,0.0,0.000
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-large/calibration/runs/Calib/HZ1_CZ3/instance-out.sql,33465.3,7048.86,1278.73,8654.74,8387.02,1951.14,420.83,0.0,2712.94,0.0,0.000
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-large/calibration/runs/Calib/HZ2_CZ1/instance-out.sql,33179.0,7147.03,974.2,8654.74,8387.02,1809.34,357.15,0.0,2862.8,0.0,0.000
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-large/calibration/runs/Calib/HZ2_CZ2/instance-out.sql,33943.32,7347.44,1228.35,8654.74,8387.02,2049.79,388.62,0.0,2888.45,0.0,0.000
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-large/calibration/runs/Calib/HZ3_CZ1/instance-out.sql,37298.21,10798.64,940.02,8654.74,8387.02,2130.79,373.92,0.0,3023.0,0.0,0.000
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-large/calibration/runs/default/HZ1_CZ1/instance-out.sql,20315.33,1112.11,883.79,5638.38,8387.02,970.65,244.51,0.0,234.68,0.0,0.000
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-large/calibration/runs/default/HZ1_CZ2/instance-out.sql,20641.03,1003.99,1165.06,5638.38,8387.02,1084.73,274.48,0.0,226.08,0.0,0.000
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-large/calibration/runs/default/HZ1_CZ3/instance-out.sql,21373.48,1296.14,1259.45,5638.38,8387.02,1422.12,278.02,0.0,235.04,0.0,0.000
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-large/calibration/runs/default/HZ2_CZ1/instance-out.sql,20783.489999999998,1213.21,1043.68,5638.38,8387.02,1166.37,238.98,0.0,254.32,0.0,0.000
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-large/calibration/runs/default/HZ2_CZ2/instance-out.sql,21095.690000000002,1211.41,1172.64,5638.38,8387.02,1328.16,254.35,0.0,257.63,0.0,0.000
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-large/calibration/runs/default/HZ3_CZ1/instance-out.sql,21482.79,1797.68,1030.44,5638.38,8387.02,1292.59,229.82,0.0,275.05,0.0,0.000

File Name,Unmet Heating (Hours),Unmet Cooling (Hours)
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-large/calibration/runs/Calib/HZ1_CZ1/instance-out.sql,1046.00,183.00
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-large/calibration/runs/Calib/HZ1_CZ2/instance-out.sql,978.00,285.00
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-large/calibration/runs/Calib/HZ1_CZ3/instance-out.sql,1052.00,792.00
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-large/calibration/runs/Calib/HZ2_CZ1/instance-out.sql,1266.00,538.00
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-large/calibration/runs/Calib/HZ2_CZ2/instance-out.sql,1303.00,887.00
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-large/calibration/runs/Calib/HZ3_CZ1/instance-out.sql,1496.00,1354.00
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-large/calibration/runs/default/HZ1_CZ1/instance-out.sql,318.00,2673.00
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-large/calibration/runs/default/HZ1_CZ2/instance-out.sql,191.00,3250.00
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-large/calibration/runs/default/HZ1_CZ3/instance-out.sql,198.00,3464.00
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-large/calibration/runs/default/HZ2_CZ1/instance-out.sql,326.00,3460.00
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-large/calibration/runs/default/HZ2_CZ2/instance-out.sql,357.00,3936.00
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-large/calibration/runs/default/HZ3_CZ1/instance-out.sql,448.00,3672.00

