File Name,Total Annual (GJ),Elec Annual (GJ),Gas Annual (GJ),Elec Jan (GJ),Elec Feb (GJ),Elec Mar (GJ),Elec Apr (GJ),Elec May (GJ),Elec Jun (GJ),Elec Jul (GJ),Elec Aug (GJ),Elec Sep (GJ),Elec Oct (GJ),Elec Nov (GJ),Elec Dec (GJ),Gas Jan (GJ),Gas Feb (GJ),Gas Mar (GJ),Gas Apr (GJ),Gas May (GJ),Gas Jun (GJ),Gas Jul (GJ),Gas Aug (GJ),Gas Sep (GJ),Gas Oct (GJ),Gas Nov (GJ),Gas Dec (GJ)
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/school-secondary/sensitivity/runs/equipment_density_office=2/instance-out.sql,23538.65,21135.96,2402.70,1615.19,1536.43,1919.06,1766.06,1903.20,1812.48,1632.74,1811.49,1773.85,1906.21,1763.26,1695.97,408.72,314.10,251.68,177.02,143.75,109.93,72.60,76.44,108.41,158.75,237.19,344.10
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/school-secondary/sensitivity/runs/ext_light_w=5000/instance-out.sql,22923.59,20507.60,2416.00,1556.40,1481.55,1859.22,1715.33,1853.99,1769.73,1595.66,1770.79,1722.36,1846.24,1703.96,1632.36,412.08,316.29,253.01,177.62,144.05,110.12,72.75,76.61,108.59,159.25,238.63,346.99
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/school-secondary/sensitivity/runs/ext_light_w=50000/instance-out.sql,23629.59,21213.59,2416.00,1633.03,1544.73,1921.59,1766.04,1899.84,1808.61,1638.91,1820.04,1779.22,1912.99,1775.88,1712.71,412.08,316.29,253.01,177.62,144.05,110.12,72.75,76.61,108.59,159.25,238.63,346.99
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/school-secondary/sensitivity/runs/fan_eff=0.4/instance-out.sql,29028.11,27240.18,1787.92,2067.83,2020.57,2511.66,2387.35,2514.67,2297.41,2041.35,2283.62,2214.51,2461.18,2275.45,2164.58,308.56,233.71,181.74,127.80,109.02,86.67,53.86,57.21,82.39,115.93,176.59,254.44
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/school-secondary/sensitivity/runs/fan_eff=0.85/instance-out.sql,20116.59,16900.81,3215.78,1275.40,1206.85,1535.22,1396.28,1510.53,1493.26,1345.61,1493.32,1433.72,1496.69,1383.52,1330.41,530.93,410.03,341.10,242.07,193.41,145.99,102.54,107.03,148.75,219.15,319.65,455.12
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/school-secondary/sensitivity/runs/fan_eff_gym=0.4/instance-out.sql,23242.17,20826.17,2416.00,1590.98,1510.06,1887.37,1738.21,1874.68,1787.27,1615.17,1793.01,1748.02,1876.36,1736.41,1668.61,412.08,316.29,253.01,177.62,144.05,110.12,72.75,76.61,108.59,159.25,238.63,346.99
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/school-secondary/sensitivity/runs/fan_eff_gym=0.85/instance-out.sql,23242.17,20826.17,2416.00,1590.98,1510.06,1887.37,1738.21,1874.68,1787.27,1615.17,1793.01,1748.02,1876.36,1736.41,1668.61,412.08,316.29,253.01,177.62,144.05,110.12,72.75,76.61,108.59,159.25,238.63,346.99
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/school-secondary/sensitivity/runs/fan_eff_kitchen=0.4/instance-out.sql,23239.27,20824.04,2415.23,1591.07,1510.14,1887.18,1737.35,1874.84,1787.44,1615.27,1792.55,1748.16,1876.47,1736.82,1666.75,411.98,316.21,252.94,177.57,144.00,110.08,72.71,76.56,108.55,159.20,238.55,346.89
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/school-secondary/sensitivity/runs/fan_eff_kitchen=0.85/instance-out.sql,23241.14,20824.30,2416.84,1590.89,1509.59,1888.59,1736.61,1873.92,1787.14,1615.09,1792.91,1747.91,1876.88,1736.03,1668.76,412.19,316.35,253.10,177.69,144.11,110.16,72.81,76.66,108.64,159.31,238.73,347.10
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/school-secondary/sensitivity/runs/fan_rise=2/instance-out.sql,17700.68,13503.05,4197.62,1016.88,960.95,1191.22,1097.08,1207.22,1207.52,1109.79,1215.56,1197.29,1172.90,1081.99,1044.64,664.01,516.29,445.30,319.59,257.25,196.47,147.15,153.60,203.00,295.23,420.63,579.10
