File Name,Elec Jan (GJ),Elec Feb (GJ),Elec Mar (GJ),Elec Apr (GJ),Elec May (GJ),Elec Jun (GJ),Elec Jul (GJ),Elec Aug (GJ),Elec Sep (GJ),Elec Oct (GJ),Elec Nov (GJ),Elec Dec (GJ),Gas Jan (GJ),Gas Feb (GJ),Gas Mar (GJ),Gas Apr (GJ),Gas May (GJ),Gas Jun (GJ),Gas Jul (GJ),Gas Aug (GJ),Gas Sep (GJ),Gas Oct (GJ),Gas Nov (GJ),Gas Dec (GJ)
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/retail-supermarket/calibration/runs/existing-cbsa-2014/HZ2_CZ1/instance-out.sql,8130.58,1759.24,79.19,1254.5,985.05,622.6,0.0,0.0,25.72,0.0,0.000
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/retail-supermarket/calibration/runs/existing-cbsa-2014/HZ2_CZ2/instance-out.sql,8161.9,1726.77,99.41,1254.5,985.05,698.23,0.0,0.0,25.91,0.0,0.000
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/retail-supermarket/calibration/runs/existing-cbsa-2014/HZ3_CZ1/instance-out.sql,8481.5,2028.29,75.99,1254.5,985.05,748.43,0.0,0.0,26.92,0.0,0.000

File Name,Unmet Heating (Hours),Unmet Cooling (Hours)
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/retail-supermarket/calibration/runs/Calib/HZ1_CZ1/instance-out.sql,169.00,833.00
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/retail-supermarket/calibration/runs/Calib/HZ1_CZ2/instance-out.sql,182.00,774.00
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/retail-supermarket/calibration/runs/Calib/HZ1_CZ3/instance-out.sql,309.00,810.00
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/retail-supermarket/calibration/runs/Calib/HZ2_CZ1/instance-out.sql,396.00,528.00
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/retail-supermarket/calibration/runs/Calib/HZ2_CZ2/instance-out.sql,439.00,547.00
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/retail-supermarket/calibration/runs/Calib/HZ3_CZ1/instance-out.sql,500.00,503.00
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/retail-supermarket/calibration/runs/default/HZ1_CZ1/instance-out.sql,7.00,3.00
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/retail-supermarket/calibration/runs/default/HZ1_CZ2/instance-out.sql,7.00,4.00
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/retail-supermarket/calibration/runs/default/HZ1_CZ3/instance-out.sql,54.00,40.00
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/retail-supermarket/calibration/runs/default/HZ2_CZ1/instance-out.sql,48.00,2.00
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/retail-supermarket/calibration/runs/default/HZ2_CZ2/instance-out.sql,108.00,5.00
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/retail-supermarket/calibration/runs/default/HZ3_CZ1/instance-out.sql,163.00,4.00
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/retail-supermarket/calibration/runs/existing-cbsa-2014/HZ1_CZ1/instance-out.sql,0.00,74.00
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/retail-supermarket/calibration/runs/existing-cbsa-2014/HZ1_CZ2/instance-out.sql,0.00,122.00
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/retail-supermarket/calibration/runs/existing-cbsa-2014/HZ1_CZ3/instance-out.sql,0.00,210.00
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/retail-supermarket/calibration/runs/existing-cbsa-2014/HZ2_CZ1/instance-out.sql,0.00,108.00
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/retail-supermarket/calibration/runs/existing-cbsa-2014/HZ2_CZ2/instance-out.sql,0.00,142.00
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/retail-supermarket/calibration/runs/existing-cbsa-2014/HZ3_CZ1/instance-out.sql,0.00,128.00

